0	0.62534848062964
1	1.2652162792547714
2	3.4006257868375838
3	9.588962617540199
4	27.20471012773746
5	77.23984871705638
6	219.3202524391016
7	622.7602166088612
8	1768.3311972527797
9	5021.187313086146
10	14257.692679973936
11	40484.807278784356
12	114956.86289850678
13	326420.7294803466
14	926873.6982077766
15	2631863.6496270844
16	7473193.255711013
17	2.1220178881572407E7
18	6.025483034614756E7
19	1.7109396675228664E8
20	4.858223862032889E8
21	1.3794956971099002E9
22	3.917086639866141E9
23	1.1122591956149668E10
24	3.1582669263407825E10
25	8.967918644631288E10
26	2.5464460950393848E11
27	7.230649576446918E11
28	2.0531474590889856E12
29	5.829925021528962E12
30	1.6554108476811713E13
31	4.700549431597669E13
32	1.3347239442005062E14
33	3.789956968108399E14
34	1.0761606459916469E15
35	3.0557648694338405E15
36	8.67686341444089E15
37	2.4638007808111216E16
38	6.9959776909968E16
39	1.98651223078239744E17
40	5.6407138749548832E17
41	1.60168422454549581E18
42	4.5479923499548774E18
43	1.2914052656738597E19
44	3.6669533101275267E19
45	1.0412336805548658E20
46	2.9565895331351377E20
47	8.395254428176016E20
48	2.383837733439866E21
49	6.768922119024284E21
50	1.922039659440266E22
51	5.457643606326181E22
52	1.549701307534263E23
53	4.400386532732989E23
54	1.2494925017690712E24
55	3.547941755488206E24
56	1.0074402753529436E25
57	2.86063294819663E25
58	8.122785106483101E25
59	2.306469899526885E26
60	6.549235671860431E26
61	1.8596595556858312E27
62	5.280514912469492E27
63	1.4994055043870312E28
64	4.257571285855365E28
65	1.2089400233028095E29
66	3.432792739839633E29
67	9.747436405076367E29
68	2.7677906495294747E30
69	7.859158820090555E30
70	2.231613051005418E31
71	6.336679183384068E31
72	1.7993040081497266E32
73	5.109134958627813E32
74	1.450742059554214E33
75	4.119391130597314E33
76	1.1697036819941742E34
77	3.321380903862699E34
78	9.431081801620563E34
79	2.67796156247592E35
80	7.604088566877022E35
81	2.15918569344401E36
82	6.131021249648601E36
83	1.7409073095369388E37
84	4.94331716852693E37
85	1.403657994586339E38
86	3.9856956343209125E38
87	1.1317407624017724E39
88	3.2135849567950404E39
89	9.124994537285445E39
90	2.591047892772414E40
91	7.357296659420837E40
92	2.089108977326014E41
93	5.932037976959454E41
94	1.6844058850931772E42
95	4.782881021255341E42
96	1.358102050457937E43
