206	5.742566221435597E150
207	3.100474119392151E151
208	1.6739797843580442E152
209	Infinity
210	Infinity
211	Infinity
212	Infinity
213	Infinity
214	Infinity
215	Infinity
216	Infinity
217	Infinity
218	Infinity
219	Infinity
220	Infinity
221	Infinity
222	Infinity
223	Infinity
224	Infinity
225	Infinity
226	Infinity
227	Infinity
228	Infinity
229	Infinity
230	Infinity
231	Infinity
232	Infinity
233	Infinity
234	Infinity
235	Infinity
236	Infinity
237	Infinity
238	Infinity
239	Infinity
240	Infinity
241	Infinity
242	Infinity
243	Infinity
244	Infinity
245	Infinity
246	Infinity
247	Infinity
248	Infinity
249	Infinity
250	Infinity
251	Infinity
252	Infinity
253	Infinity
254	Infinity
255	Infinity
256	Infinity
257	Infinity
258	Infinity
259	Infinity
260	Infinity
261	Infinity
262	Infinity
263	Infinity
264	Infinity
265	Infinity
266	Infinity
267	Infinity
268	Infinity
269	Infinity
270	Infinity
271	Infinity
272	Infinity
273	Infinity
274	Infinity
275	Infinity
276	Infinity
277	Infinity
278	Infinity
279	Infinity
280	Infinity
281	Infinity
282	Infinity
283	Infinity
284	Infinity
285	Infinity
286	Infinity
287	Infinity
288	Infinity
289	Infinity
290	Infinity
291	Infinity
292	Infinity
293	Infinity
294	Infinity
295	Infinity
296	Infinity
297	Infinity
298	Infinity
299	Infinity
300	Infinity
301	Infinity
302	Infinity
303	Infinity
304	Infinity
305	Infinity
306	Infinity
307	Infinity
308	Infinity
309	Infinity
310	Infinity
311	Infinity
312	Infinity
313	Infinity
314	Infinity
315	Infinity
316	Infinity
317	Infinity
318	Infinity
319	Infinity
320	Infinity
321	Infinity
322	Infinity
323	Infinity
324	Infinity
325	Infinity
326	Infinity
327	Infinity
328	Infinity
329	Infinity
330	Infinity
331	Infinity
332	Infinity
333	Infinity
334	Infinity
335	Infinity
336	Infinity
337	Infinity
338	Infinity
339	Infinity
340	Infinity
341	Infinity
342	Infinity
343	Infinity
344	Infinity
345	Infinity
346	Infinity
347	Infinity
348	Infinity
349	Infinity
350	Infinity
351	Infinity
352	Infinity
353	Infinity
354	Infinity
355	Infinity
356	Infinity
357	Infinity
358	Infinity
359	Infinity
360	Infinity
361	Infinity
362	Infinity
363	Infinity
364	Infinity
365	Infinity
366	Infinity
367	Infinity
368	Infinity
369	Infinity
370	Infinity
371	Infinity
372	Infinity
373	Infinity
374	Infinity
375	Infinity
376	Infinity
377	Infinity
378	Infinity
379	Infinity
380	Infinity
381	Infinity
382	Infinity
