0	1.093331705673622
1	4.578376153960709
2	23.47000876074024
3	125.5028256181932
4	676.41301862292
5	3650.858852744507
6	19710.238827954046
7	106416.60791007539
8	574553.7826133615
9	3102077.486168244
10	1.6748453656393802E7
11	9.042672678437616E7
12	4.882237576450078E8
13	2.635973303664355E9
14	1.4231907293548267E10
15	7.683961932045372E10
16	4.1486548325538007E11
17	2.239903980710834E12
18	1.2093485829133395E13
19	6.5294048654841945E13
20	3.525296882939398E14
21	1.903346226628732E15
22	1.0276373816776926E16
23	5.5483262763585336E16
24	2.9956018550698618E17
25	1.61735810533248998E18
26	8.7322927660013148E18
27	4.714660080519578E19
28	2.5454963857130717E20
29	1.3743412545161082E21
30	7.420218290099039E21
31	4.006256764234752E22
32	2.163021710883181E23
33	1.1678390071051022E24
34	6.305290139502823E24
35	3.404294898648956E25
36	1.8380159359139537E26
37	9.923648453647107E26
38	5.357886006717586E27
39	2.8927810769465383E28
40	1.5618440460749103E29
41	8.432566306865158E29
42	4.5528344970408645E30
43	2.4581249886609247E31
44	1.3271684845575944E32
45	7.165527361415512E32
46	3.868746354710927E33
47	2.088778341379808E34
48	1.127754202367031E35
49	6.0888679079100015E35
50	3.287446175962935E36
51	1.774928036427534E37
52	9.583030005270624E37
53	5.173982392365377E38
54	2.793489510288876E39
55	1.5082354465698962E40
56	8.143127632702853E40
57	4.396563400846697E41
58	2.373752519859348E42
59	1.2816148686616138E43
60	6.919578422066742E43
61	3.7359558405508394E44
62	2.017083294848635E45
63	1.0890452649883447E46
64	5.879874134213853E46
65	3.1746081586945895E47
66	1.7140055605284973E48
67	9.254102914958309E48
68	4.99639106971359E49
69	2.6976060187489452E50
70	1.4564669039822935E51
71	7.863623626475839E51
72	4.2456561401975305E52
73	2.2922760443553196E53
74	1.2376248311246394E54
75	6.682071412769443E54
76	3.607723216475602E55
77	1.9478491028731183E56
78	1.0516649698171968E57
79	5.678053844670161E57
80	3.0656431837391724E58
81	1.655174182405531E59
82	8.936465889550485E59
83	4.824895376209611E60
84	2.605013623852119E61
85	1.406475260358132E62
86	7.593713291503982E62
87	4.0999286072675754E63
88	2.2135961603261707E64
89	1.1951447038187378E65
90	6.452716573449005E65
91	3.483892037861427E66
92	1.8809912992950006E67
93	1.0155677126537352E68
94	5.483160817231351E68
95	2.9604183131284677E69
96	1.5983621274000382E70
97	8.629731409839119E70
98	4.659286086007526E71
99	2.5155993622828226E72
100	1.358199525571595E73
101	7.333067335447617E73
102	3.959203013532068E74
103	2.1376168778088224E75
104	1.1541226607161789E76
105	6.231234089730654E76
106	3.3643112298762856E77
107	1.816428317165164E78
108	9.807094546127349E78
109	5.294957281154072E79
110	2.858805171845474E80
111	1.543500084440553E81
112	8.333525257791777E81
113	4.499361154711228E82
114	2.4292541480685065E83
115	1.3115808029166338E84
116	7.0813677685688085E84
117	3.823307672864169E85
118	2.064245501591337E86
119	1.1145086546612976E87
120	6.017353751563832E87
121	3.248834903167546E88
122	1.754081389231367E89
123	9.470476683958383E89
124	5.113213626917334E90
125	2.76067979120618E91
126	1.4905211214828485E92
127	8.047486060003377E92
128	4.34492547287892E93
129	2.3458726394940994E94
130	1.2665622172526422E95
131	6.838307515781772E95
132	3.6920767920767474E96
133	1.993392518124181E97
134	1.0762543563126577E98
135	5.81081462356432E98
136	3.137322175876046E99
137	1.693874451841675E100
138	9.145412864079712E100
139	4.937708126097449E101
140	2.665922457616905E102
141	1.4393606038523352E103
142	7.771264846818203E103
143	4.195790627988332E104
144	2.2653531105843855E105
145	1.2230888456163981E106
146	6.603590042019333E106
147	3.5653502686536284E107
148	1.9249714863131252E108
149	1.0393130951809284E109
150	5.611364726671366E109
151	3.0296370017593395E110
152	1.6357340521463584E111
153	8.831506506546457E111
154	4.768226660857795E112
155	2.5744175665229747E113
156	1.3899561153894002E114
157	7.50452462658469E114
158	4.051774674572264E115
159	2.1875973269977114E116
160	1.1811076502156987E117
161	6.376928990458165E117
162	3.44297349542351E118
163	1.8588989320605663E119
164	1.0036398026906289E120
165	5.418760730731678E120
166	2.9256480042143895E121
167	1.5795892584849249E122
168	8.52837464358926E122
169	4.6045624627239326E123
170	2.4860534813704163E124
171	1.3422473823012917E125
172	7.246939974523534E125
173	3.912701912243952E126
174	2.112510426179439E127
175	1.1405674137229251E128
176	6.1580478331618205E128
177	3.3247971719382343E129
178	1.7950942464265866E130
179	9.691909571961405E130
180	5.232767657635003E131
181	2.8252283159973197E132
182	1.5253715738490456E133
183	8.23564745239126E133
184	4.44651586032447E134
185	2.4007223974086484E135
186	1.2961761996276636E136
187	6.998196635707204E136
188	3.77840267134144E137
189	2.0400008016290165E138
190	1.101418676789557E139
191	5.946679533714564E139
192	3.2106771223252492E140
193	1.7334795872855097E141
194	9.35924530885027E141
195	5.053158594639308E142
196	2.7282554244444576E143
197	1.4730148523157325E144
198	7.95296780390189E144
199	4.2938940357909374E145
200	2.3183202101679796E146
201	1.2516863602301961E147
202	6.757991141667144E147
203	3.6487131059295563E148
204	1.969979991139477E149
205	1.0636136777054715E150
